Maltese,English,mt_tokens,en_tokens
Wieħed mill-istadji importanti huwa t-tnedija tal-uffiċċju ta' Orizzont Ewropa fi Kiev.,One of the milestones is the launch of the Horizon Europe office in Kyiv.,"['Wieħed', 'mill', '-', 'istadji', 'importanti', 'huwa', 't', '-', 'tnedija', 'tal', '-', 'uffiċċju', 'ta', ""'"", 'Orizzont', 'Ewropa', 'fi', 'Kiev', '.']","['One', 'of', 'the', 'milestones', 'is', 'the', 'launch', 'of', 'the', 'Horizon', 'Europe', 'office', 'in', 'Kyiv', '.']"
"Wara li l-Parlament Ewropew adottah fit-22 ta' Novembru 2023, fis-27 ta' Novembru 2023, il-Kunsill adotta deċiżjoni biex jiġi konkluż il-ftehim.","The European Parliament adopted it on 22 November 2023, followed by the adoption of a decision to conclude the agreement by the Council on 27 November 2023.","['Wara', 'li', 'l', '-', 'Parlament', 'Ewropew', 'adottah', 'fit-22', 'ta', ""'"", 'Novembru', '2023', ',', 'fis-27', 'ta', ""'"", 'Novembru', '2023', ',', 'il', '-', 'Kunsill', 'adotta', 'deċiżjoni', 'biex', 'jiġi', 'konkluż', 'il', '-', 'ftehim', '.']","['The', 'European', 'Parliament', 'adopted', 'it', 'on', '22', 'November', '2023', ',', 'followed', 'by', 'the', 'adoption', 'of', 'a', 'decision', 'to', 'conclude', 'the', 'agreement', 'by', 'the', 'Council', 'on', '27', 'November', '2023', '.']"
L-estensjoni ma tinkludix żieda tal-limiti massimi stabbiliti għall-ammonti limitati ta' għajnuna.,The prolongation does not include an increase of the ceilings set out for the limited amounts of aid.,"['L', '-', 'estensjoni', 'ma', 'tinkludix', 'żieda', 'tal', '-', 'limiti', 'massimi', 'stabbiliti', 'għall', '-', 'ammonti', 'limitati', 'ta', ""'"", 'għajnuna', '.']","['The', 'prolongation', 'does', 'not', 'include', 'an', 'increase', 'of', 'the', 'ceilings', 'set', 'out', 'for', 'the', 'limited', 'amounts', 'of', 'aid', '.']"
"Il-Kummissjoni se tagħti liċ-ċittadini l-opportunità li jinfurmaw ruħhom dwar ir-rwol tagħha, jesploraw il-villaġġi tematiċi armati għall-okkażjoni u jiskopru l-istorja tal-UE u l-valuri tagħna.","The Commission will give citizens the opportunity to learn about its role, explore thematic villages set up for the occasion and discover the history of the EU and our values.","['Il', '-', 'Kummissjoni', 'se', 'tagħti', 'liċ', '-', 'ċittadini', 'l', '-', 'opportunità', 'li', 'jinfurmaw', 'ruħhom', 'dwar', 'ir', '-', 'rwol', 'tagħha', ',', 'jesploraw', 'il', '-', 'villaġġi', 'tematiċi', 'armati', 'għall', '-', 'okkażjoni', 'u', 'jiskopru', 'l', '-', 'istorja', 'tal', '-', 'UE', 'u', 'l', '-', 'valuri', 'tagħna', '.']","['The', 'Commission', 'will', 'give', 'citizens', 'the', 'opportunity', 'to', 'learn', 'about', 'its', 'role', ',', 'explore', 'thematic', 'villages', 'set', 'up', 'for', 'the', 'occasion', 'and', 'discover', 'the', 'history', 'of', 'the', 'EU', 'and', 'our', 'values', '.']"
L-emenda tal-lum ma taffettwax id-dispożizzjonijiet li fadal tat-TCTF:,Today's amendment does not affect the remaining provisions of the TCTF:,"['L', '-', 'emenda', 'tal', '-', 'lum', 'ma', 'taffettwax', 'id', '-', 'dispożizzjonijiet', 'li', 'fadal', 'tat', '-', 'TCTF', ':']","['Today', ""'s"", 'amendment', 'does', 'not', 'affect', 'the', 'remaining', 'provisions', 'of', 'the', 'TCTF', ':']"
"Il-programm ta' Boroż ta' Studju Eurizon huwa mistenni li jkollu impatti pożittivi sinifikanti fuq il-ħidma tar-riċerkaturi Ukreni, inkluża l-opportunità li jerġgħu jibdew il-proġetti tagħhom, iwettqu riċerka mill-aktar avvanzata, jistabbilixxu kuntatt stabbli mas-sħab internazzjonali, u jwessgħu t-tixrid tar-riċerka.","The EURIZON Fellowship Programme is expected to have significant positive impacts on the work of Ukrainian researchers, including the opportunity to restart their projects, conduct cutting-edge research, establish stable contact with international partners, and broaden research dissemination.","['Il', '-', 'programm', 'ta', ""'"", 'Boroż', 'ta', ""'"", 'Studju', 'Eurizon', 'huwa', 'mistenni', 'li', 'jkollu', 'impatti', 'pożittivi', 'sinifikanti', 'fuq', 'il', '-', 'ħidma', 'tar', '-', 'riċerkaturi', 'Ukreni', ',', 'inkluża', 'l', '-', 'opportunità', 'li', 'jerġgħu', 'jibdew', 'il', '-', 'proġetti', 'tagħhom', ',', 'iwettqu', 'riċerka', 'mill', '-', 'aktar', 'avvanzata', ',', 'jistabbilixxu', 'kuntatt', 'stabbli', 'mas', '-', 'sħab', 'internazzjonali', ',', 'u', 'jwessgħu', 't', '-', 'tixrid', 'tar', '-', 'riċerka', '.']","['The', 'EURIZON', 'Fellowship', 'Programme', 'is', 'expected', 'to', 'have', 'significant', 'positive', 'impacts', 'on', 'the', 'work', 'of', 'Ukrainian', 'researchers', ',', 'including', 'the', 'opportunity', 'to', 'restart', 'their', 'projects', ',', 'conduct', 'cutting', '-', 'edge', 'research', ',', 'establish', 'stable', 'contact', 'with', 'international', 'partners', ',', 'and', 'broaden', 'research', 'dissemination', '.']"
Taqsima 2.6: Miżuri li jiffaċilitaw id-dekarbonizzazzjoni tal-proċessi industrijali.,Section 2.6: Measures facilitating the decarbonisation of industrial processes.,"['Taqsima', '2.6', ':', 'Miżuri', 'li', 'jiffaċilitaw', 'id', '-', 'dekarbonizzazzjoni', 'tal', '-', 'proċessi', 'industrijali', '.']","['Section', '2.6', ':', 'Measures', 'facilitating', 'the', 'decarbonisation', 'of', 'industrial', 'processes', '.']"
"Il-programm ta' Boroż ta' Studju se jippermettilhom ukoll inaqqsu l-istress, jgħinu jsolvu d-diffikultajiet tal-familja, jaċċessaw libreriji universitarji barranin, iżommu speċjalisti tal-IT, u jidentifikaw xejriet u l-aħjar prattiki fil-ġestjoni pubblika.","The Fellowship Programme will also allow them to reduce stress, help solve family difficulties, access foreign university libraries, retain IT specialists, and identify trends and best practices in public management.","['Il', '-', 'programm', 'ta', ""'"", 'Boroż', 'ta', ""'"", 'Studju', 'se', 'jippermettilhom', 'ukoll', 'inaqqsu', 'l', '-', 'istress', ',', 'jgħinu', 'jsolvu', 'd', '-', 'diffikultajiet', 'tal', '-', 'familja', ',', 'jaċċessaw', 'libreriji', 'universitarji', 'barranin', ',', 'iżommu', 'speċjalisti', 'tal', '-', 'IT', ',', 'u', 'jidentifikaw', 'xejriet', 'u', 'l', '-', 'aħjar', 'prattiki', 'fil', '-', 'ġestjoni', 'pubblika', '.']","['The', 'Fellowship', 'Programme', 'will', 'also', 'allow', 'them', 'to', 'reduce', 'stress', ',', 'help', 'solve', 'family', 'difficulties', ',', 'access', 'foreign', 'university', 'libraries', ',', 'retain', 'IT', 'specialists', ',', 'and', 'identify', 'trends', 'and', 'best', 'practices', 'in', 'public', 'management', '.']"
"Il-bdiewa tal-UE se jibbenefikaw mill-eliminazzjoni tat-tariffi fuq esportazzjonijiet ewlenin tal-UE bħal-laħam tal-majjal, l-inbid u l-inbid frizzanti, iċ-ċikkulata, il-ħlewwiet taz-zokkor u l-gallettini.","EU farmers will benefit from the elimination of tariffs on key EU exports such as pig meat, wine and sparkling wine, chocolate, sugar confectionary and biscuits.","['Il', '-', 'bdiewa', 'tal', '-', 'UE', 'se', 'jibbenefikaw', 'mill', '-', 'eliminazzjoni', 'tat', '-', 'tariffi', 'fuq', 'esportazzjonijiet', 'ewlenin', 'tal', '-', 'UE', 'bħal', '-', 'laħam', 'tal', '-', 'majjal', ',', 'l', '-', 'inbid', 'u', 'l', '-', 'inbid', 'frizzanti', ',', 'iċ', '-', 'ċikkulata', ',', 'il', '-', 'ħlewwiet', 'taz', '-', 'zokkor', 'u', 'l', '-', 'gallettini', '.']","['EU', 'farmers', 'will', 'benefit', 'from', 'the', 'elimination', 'of', 'tariffs', 'on', 'key', 'EU', 'exports', 'such', 'as', 'pig', 'meat', ',', 'wine', 'and', 'sparkling', 'wine', ',', 'chocolate', ',', 'sugar', 'confectionary', 'and', 'biscuits', '.']"
"L-applikazzjonijiet ġew mill-Ukrajna kollha, b'maġġoranza minn Kiev, segwiti minn Kharkiv u Lviv.","Applications came from all over Ukraine, with a majority from Kyiv, followed by Kharkiv and Lviv.","['L', '-', 'applikazzjonijiet', 'ġew', 'mill', '-', 'Ukrajna', 'kollha', ',', ""b'maġġoranza"", 'minn', 'Kiev', ',', 'segwiti', 'minn', 'Kharkiv', 'u', 'Lviv', '.']","['Applications', 'came', 'from', 'all', 'over', 'Ukraine', ',', 'with', 'a', 'majority', 'from', 'Kyiv', ',', 'followed', 'by', 'Kharkiv', 'and', 'Lviv', '.']"
"Din id-deċiżjoni li tiġi posposta t-tneħħija gradwali tat-TCTF tippermetti lill-Istati Membri jipprovdu ammonti limitati ta' għajnuna lill-kumpaniji attivi f'dawn is-setturi għal sitt xhur oħra, sal-31 ta' Diċembru 2024.","This decision to delay the phase-out of the TCTF allows Member States to provide limited amounts of aid to companies active in these sectors for further six months, until 31 December 2024.","['Din', 'id', '-', 'deċiżjoni', 'li', 'tiġi', 'posposta', 't', '-', 'tneħħija', 'gradwali', 'tat', '-', 'TCTF', 'tippermetti', 'lill', '-', 'Istati', 'Membri', 'jipprovdu', 'ammonti', 'limitati', 'ta', ""'"", 'għajnuna', 'lill', '-', 'kumpaniji', 'attivi', ""f'dawn"", 'is', '-', 'setturi', 'għal', 'sitt', 'xhur', 'oħra', ',', 'sal-31', 'ta', ""'"", 'Diċembru', '2024', '.']","['This', 'decision', 'to', 'delay', 'the', 'phase', '-', 'out', 'of', 'the', 'TCTF', 'allows', 'Member', 'States', 'to', 'provide', 'limited', 'amounts', 'of', 'aid', 'to', 'companies', 'active', 'in', 'these', 'sectors', 'for', 'further', 'six', 'months', ',', 'until', '31', 'December', '2024', '.']"
Sfond,Background,['Sfond'],['Background']
"Viżitaturi iżgħar se jgawdu minn sensiela ta' animazzjonijiet iddedikati, inkluża kaċċa għat-teżor.",Younger visitors will enjoy a series of dedicated animations including a treasure hunt.,"['Viżitaturi', 'iżgħar', 'se', 'jgawdu', 'minn', 'sensiela', 'ta', ""'"", 'animazzjonijiet', 'iddedikati', ',', 'inkluża', 'kaċċa', 'għat', '-', 'teżor', '.']","['Younger', 'visitors', 'will', 'enjoy', 'a', 'series', 'of', 'dedicated', 'animations', 'including', 'a', 'treasure', 'hunt', '.']"
"Barra minn hekk, filgħaxija l-BĊE se jiftaħ il-bibien tiegħu fi Frankfurt għal viżitaturi rreġistrati minn qabel bħala parti mill-inizjattiva “Night of the Museums” u fid-9 ta' Mejju se jingħaqad mal-Festival tal-Ewropa ta' Frankfurt.","Also, that evening the ECB will open its doors in Frankfurt to pre-registered visitors as part of the “Night of the Museums” initiative and on 9 May will join Frankfurt's Europe Festival.","['Barra', 'minn', 'hekk', ',', 'filgħaxija', 'l', '-', 'BĊE', 'se', 'jiftaħ', 'il', '-', 'bibien', 'tiegħu', 'fi', 'Frankfurt', 'għal', 'viżitaturi', 'rreġistrati', 'minn', 'qabel', 'bħala', 'parti', 'mill', '-', 'inizjattiva', '“', 'Night', 'of', 'the', 'Museums', '”', 'u', 'fid-9', 'ta', ""'"", 'Mejju', 'se', 'jingħaqad', 'mal', '-', 'Festival', 'tal', '-', 'Ewropa', 'ta', ""'"", 'Frankfurt', '.']","['Also', ',', 'that', 'evening', 'the', 'ECB', 'will', 'open', 'its', 'doors', 'in', 'Frankfurt', 'to', 'pre', '-', 'registered', 'visitors', 'as', 'part', 'of', 'the', '“', 'Night', 'of', 'the', 'Museums', '”', 'initiative', 'and', 'on', '9', 'May', 'will', 'join', 'Frankfurt', ""'s"", 'Europe', 'Festival', '.']"
Il-viżitaturi se jkunu jistgħu jiskopruhom b'mod interattiv u jattendu spettakli live.,Visitors will be able to discover these in an interactive manner and attend live performances.,"['Il', '-', 'viżitaturi', 'se', 'jkunu', 'jistgħu', 'jiskopruhom', ""b'mod"", 'interattiv', 'u', 'jattendu', 'spettakli', 'live', '.']","['Visitors', 'will', 'be', 'able', 'to', 'discover', 'these', 'in', 'an', 'interactive', 'manner', 'and', 'attend', 'live', 'performances', '.']"
Se jkun hemm stands u attivitajiet interattivi li joffru l-opportunità li wieħed isir jaf aktar dwar ir-rwol u l-impenn tal-Kumitat tar-Reġjuni li titnaqqas id-distanza bejn l-UE u l-komunitajiet lokali tagħha.,Interactive stands and activities will offer the chance to get to know more about the Committee of the Regions' role and commitment to narrowing the distance between the EU and its local communities.,"['Se', 'jkun', 'hemm', 'stands', 'u', 'attivitajiet', 'interattivi', 'li', 'joffru', 'l', '-', 'opportunità', 'li', 'wieħed', 'isir', 'jaf', 'aktar', 'dwar', 'ir', '-', 'rwol', 'u', 'l', '-', 'impenn', 'tal', '-', 'Kumitat', 'tar', '-', 'Reġjuni', 'li', 'titnaqqas', 'id', '-', 'distanza', 'bejn', 'l', '-', 'UE', 'u', 'l', '-', 'komunitajiet', 'lokali', 'tagħha', '.']","['Interactive', 'stands', 'and', 'activities', 'will', 'offer', 'the', 'chance', 'to', 'get', 'to', 'know', 'more', 'about', 'the', 'Committee', 'of', 'the', 'Regions', ""'"", 'role', 'and', 'commitment', 'to', 'narrowing', 'the', 'distance', 'between', 'the', 'EU', 'and', 'its', 'local', 'communities', '.']"
L-għan kien li jiġu offruti fellowships għal żmien qasir li jdumu 6 xhur jew 12-il xahar lir-riċerkaturi vulnerabbli.,The goal was to offer short-term fellowships lasting 6 or 12 months to vulnerable researchers.,"['L', '-', 'għan', 'kien', 'li', 'jiġu', 'offruti', 'fellowships', 'għal', 'żmien', 'qasir', 'li', 'jdumu', '6', 'xhur', 'jew', '12', '-', 'il', 'xahar', 'lir', '-', 'riċerkaturi', 'vulnerabbli', '.']","['The', 'goal', 'was', 'to', 'offer', 'short', '-', 'term', 'fellowships', 'lasting', '6', 'or', '12', 'months', 'to', 'vulnerable', 'researchers', '.']"
"6 % tal-Infrastrutturi tad-Data, tal-Kompjuter u tar-Riċerka Diġitali","6% Data, Computing and Digital Research Infrastructures","['6', '%', 'tal', '-', 'Infrastrutturi', 'tad', '-', 'Data', ',', 'tal', '-', 'Kompjuter', 'u', 'tar', '-', 'Riċerka', 'Diġitali']","['6', '%', 'Data', ',', 'Computing', 'and', 'Digital', 'Research', 'Infrastructures']"
Il-ftehim ġie ffirmat miż-żewġ partijiet fid-9 ta' Lulju 2023.,The agreement was signed by both parties on 9 July 2023.,"['Il', '-', 'ftehim', 'ġie', 'ffirmat', 'miż', '-', 'żewġ', 'partijiet', 'fid-9', 'ta', ""'"", 'Lulju', '2023', '.']","['The', 'agreement', 'was', 'signed', 'by', 'both', 'parties', 'on', '9', 'July', '2023', '.']"
